Tags;Checked;Name;Formula;Annot. Source: Predicted Compositions;Annot. Source: mzCloud Search;Annot. Source: mzVault Search;Annot. Source: ChemSpider Search;Annot. Source: MassList Search;Annot. DeltaMass [ppm];Calc. MW;m/z;RT [min];Area (Max.);# ChemSpider Results;# mzCloud Results;# mzVault Results;mzCloud Best Match;mzCloud Best Match Confidence;mzCloud Best Sim. Match;mzVault Best Match;Mass List Match: Endogenous Metabolites database 4400 compounds;Mass List Match: Natural Products Atlas 2020_06;MS2;Reference Ion;Area: JB10553.raw (F1);Area: JB10553_20250303023609.raw (F2);Peak Rating: JB10553.raw (F1);Peak Rating: JB10553_20250303023609.raw (F2)
;FALSO;Nonivamide;C17 H27 N O3;Full match;No results;No results;Full match;Full match;0,12;293,19913;294,20641;6,184;1662589,718;11;0;0;;;;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;1662589,718;1612175,034;6,6;7,2
;FALSO;;C19 H41 N7 O2 S;Full match;No results;No results;No match;No match;-1,54;431,30358;432,31086;6,932;956203,9545;1;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;764898,9722;956203,9545;7,4;6,1
;FALSO;;;No results;No results;No results;No results;No results;;637,51042;638,5177;1,174;404954,4668;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;404954,4668;;7,9
;FALSO;phenylsilicon;C6 H5 Si;No results;No results;No results;Full match;No results;-1,21;105,01592;106,0232;0,943;360761,1448;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;360761,1448;;7,1
;FALSO;;;No results;No results;No results;No results;No results;;700,63536;701,64264;1,138;373567,1861;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;373567,1861;;7,6
;FALSO;;C H3 N2 O3 P S;Full match;No results;No results;No results;No results;-3,71;153,95963;195,99345;0,342;855038,5449;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+ACN+H]+1;;855038,5449;;5,5
;FALSO;cyclohexenone;C6 H8 O;Full match;Invalid mass;No results;Full match;Full match;0,33;96,05755;97,06482;1,438;2309490,743;18;10;0;;;66,2;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;398240,9853;2309490,743;6,8;1
;FALSO;mephenesin;C10 H14 O3;No results;No results;No results;Full match;Full match;0,29;182,09435;183,10162;1,019;793364,6032;45;0;0;;;;;Multiple matches found;Multiple matches found;No MS2;[M+H]+1;793364,6032;;4,1;
;FALSO;"[Similar to: Ethylenediaminetetraacetic acid (EDTA); ?Mass: -0.1331 Da]";C7 H7 N2 O5 P3;Full match;Invalid mass;No results;No results;No results;2,8;291,9576;292,96487;1,49;227500,6355;0;2;0;;;76,7;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;227500,6355;;4,9;
;FALSO;;;No results;No results;No results;No results;No results;;711,66874;712,67572;1,135;335290,4517;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;335290,4517;;7,6
;FALSO;;C9 H21 P3;Full match;No results;No results;No match;No results;4,92;222,0867;223,09398;1,111;1327727,749;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1327727,749;;6,6
;FALSO;3,6,9-trimethyloctahydro-3,12-epoxy[1,2]dioxepino[4,3-i]isochromen-10(3H)-one;C15 H22 O5;Full match;No results;No results;Full match;Partial match;0,21;282,14678;283,15405;7,022;13191151,81;22;0;0;;;;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;;13191151,81;;4
;FALSO;;C3 H6 N8;Full match;No results;No results;No results;No results;1,9;154,07184;177,06105;1,092;963823,21;0;0;0;;;;;No matches found;No matches found;No MS2;[M+Na]+1;962070,1101;963823,21;7,2;5
;FALSO;;C27 H19 O13 P S;Full match;No results;No results;No results;No results;-0,47;614,02811;308,02133;2,147;1036012,178;0;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;1036012,178;943070,2242;6,6;7,7
;FALSO;;C22 H46 N5 O15 P;Full match;No results;No results;No results;No match;-2,45;651,2712;326,64288;1,961;495114,2746;0;0;0;;;;;No matches found;Single match found;No MS2;[M+2H]+2;428097,483;495114,2746;7,9;7,9
;FALSO;;C15 H32 N4 O13;Full match;No results;No results;No match;No match;-3,37;476,19498;239,10477;1,938;464381,4444;5;0;0;;;;;No matches found;Single match found;No MS2;[M+2H]+2;;464381,4444;;7,9
;FALSO;Dihydrothymine;C5 H8 N2 O2;Full match;No results;No results;Full match;Full match;0,13;128,05859;129,06587;3,395;1109166,855;19;0;0;;;;;Single match found;No matches found;No MS2;[M+H]+1;1109166,855;1023686,586;7,2;6,6
;FALSO;;;No results;No results;No results;No results;No results;;721,69536;722,70264;1,131;288038,7687;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;288038,7687;;8,2
;FALSO;;;No results;No results;No results;No results;No results;;361,69524;440,71735;1,144;391160,0324;0;0;0;;;;;No matches found;No matches found;No MS2;[M+DMSO+H]+1;;391160,0324;;7,1
;FALSO;;C7 H13 N8 O3 P;Full match;No results;No results;No match;No match;-0,72;288,08462;289,09189;1,246;736408,3121;2;0;0;;;;;No matches found;Single match found;No MS2;[M+H]+1;736408,3121;686326,93;7,4;7,9
;FALSO;D-PANTOTHENIC ACID;C9 H17 N O5;Full match;No results;No results;Full match;Full match;-0,13;219,11064;220,11792;3,819;627399,6083;4;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;612953,971;627399,6083;7,4;6,8
;FALSO;METIPRANOLOL;C17 H27 N O4;Full match;No results;No results;Full match;Partial match;0,18;309,19406;310,20134;5,789;1005608,618;13;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;931068,803;1005608,618;5,5;7,2
;FALSO;9-oxodecenoic acid;C10 H16 O3;Full match;No results;No results;Full match;Full match;-0,17;184,10991;167,10666;7,066;15871780,65;26;0;0;;;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H-H2O]+1;;15871780,65;;4
;FALSO;;C3 H4 N10 O10 P2 S5;Full match;No results;No results;No results;No results;-0,08;561,81902;562,82629;1,117;291283,9093;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;291283,9093;;5,4;
;FALSO;;;No results;No results;No results;No results;No results;;383,84953;384,85681;1,095;559887,9237;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;559887,9237;;7,4;
;FALSO;"[Similar to: 5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one; ?Mass: -0.0673 Da]";C2 H2 N4 P2;Full match;Invalid mass;No results;No match;No results;-3,77;143,97493;144,9822;0,305;245539,102;1;3;0;;;45,8;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;245539,102;115847,6943;8,2;8,2
;FALSO;;;No results;No results;No results;No results;No results;;319,86264;320,86992;1,072;694357,1912;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;688287,5515;694357,1912;5,8;7,4
;FALSO;1-acetylimidazole;C5 H6 N2 O;Full match;No results;No results;Full match;Full match;0,41;110,04806;111,05534;1,572;7522952,332;18;0;0;;;;;Multiple matches found;Single match found;DDA for other ion;[M+H]+1;5703231,772;7522952,332;4,6;4
;FALSO;;;No results;No results;No results;No results;No results;;1181,69901;591,85678;1,063;278408,3644;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;277990,926;278408,3644;7,1;7,6
;FALSO;;C5 H13 N7 O9;Full match;No results;No results;No match;No results;-4,27;315,07613;316,0834;2,442;5852066,656;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;5852066,656;;4,6;
;FALSO;;C4 H4 N2 O2 P2 S;Full match;No results;No results;No results;No results;1,67;205,94721;206,95449;1,071;612015,9907;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;612015,9907;594961,1096;7,4;7,4
;FALSO;;;No results;No results;No results;No results;No results;;82,01435;83,02162;1,382;579977,7921;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;579977,7921;;5,8;
;FALSO;;C6 H5 Br Cl4 O P2 S2;Full match;No results;No results;No results;No results;4,12;437,72126;438,72853;1,153;567694,543;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;567694,543;460753,8195;4,1;3,6
;FALSO;;C5 H6 N2 O5;Full match;No results;No results;No results;No results;-4,36;174,02691;175,03419;4,997;1191014,907;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1082356,974;1191014,907;7,7;6,6
;FALSO;;C5 H9 N2 O P S;Full match;No results;No results;No results;No results;-1;176,01714;159,01389;1,961;601526,1973;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H-H2O]+1;536750,129;601526,1973;6,8;6,8
;FALSO;;;No results;No results;No results;No results;No results;;608,1399;609,14717;1,413;2453453,21;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;684097,7245;2453453,21;7,4;3,7
;FALSO;;;No results;No results;No results;No results;No results;;1459,66429;730,83942;1,075;408599,8963;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;408599,8963;377008,0186;7,4;7,1
;FALSO;H-180/29;C16 H17 N3 O2 S;Full match;No results;No results;Full match;Partial match;0,56;315,10432;316,1116;1,328;448385,8186;3;0;0;;;;;No matches found;Single match found;No MS2;[M+H]+1;448385,8186;402971,9413;7,9;7,4
;FALSO;;;No results;No results;No results;No results;No results;;363,80211;364,80845;1,123;227989,17;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;227989,17;179072,1558;7,6;8,2
;FALSO;;;No results;No results;No results;No results;No results;;106,99317;108,00045;0,34;328250,9205;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;328250,9205;;7,1
;FALSO;"[Similar to: L-(+)-Citrulline; ?Mass: 0.0131 Da]";;No results;Invalid mass;No results;No results;No results;;175,10875;176,11603;1,165;734387,4701;0;1;0;;;41,6;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;734387,4701;571440,7156;5,2;7,4
;FALSO;;C32 H49 N7 O6;Full match;No results;No results;No results;No results;4,32;627,37714;628,38442;7,866;1143471,325;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;962990,4034;1143471,325;7,7;7,2
;FALSO;;C7 H14 N4 O9 S;Full match;No results;No results;No match;No results;-4,68;330,0466;331,05388;2,012;3821000,329;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;3642579,716;3821000,329;4,2;4,8
;FALSO;1-Deoxy-1-L-proline-D-fructose;C11 H19 N O7;Full match;No results;No results;Not the top hit;No match;0,17;277,1162;278,12348;1,961;450785,0433;6;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;450785,0433;381963,4808;7,9;7,1
;FALSO;;C6 H5 N4 O2 P;Full match;No results;No results;No match;No results;-2,38;196,01455;99,01455;0,299;75665,97483;1;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;;75665,97483;;8,7
;FALSO;trans-2-pentyl-4-propyl-1,3-oxathiane;C12 H24 O S;Full match;No results;No results;Full match;No results;-0,25;216,15473;217,16201;7,495;2725407,898;3;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;2725407,898;2627967,778;4,8;3,2
;FALSO;;C7 H6 Cl2 O6 S5;Full match;No results;No results;No results;No results;0,38;415,81465;416,82193;1,126;299362,9729;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;299362,9729;;8,2;
;FALSO;;;No results;No results;No results;No results;No results;;127,08173;128,089;7,247;9108177,611;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;9108177,611;8527565,346;4,6;4,6
;FALSO;;C33 H71 N8 O4 P;Full match;No results;No results;No match;No results;4,57;674,53667;675,54395;7,223;6367058,429;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;6367058,429;;4,6;
;FALSO;;;No results;No results;No results;No results;No results;;619,53954;620,54682;1,176;384489,846;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;367563,5092;384489,846;7,1;7,6
;FALSO;;;No results;No results;No results;No results;No results;;573,60686;574,61414;1,163;480375,1685;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;480375,1685;;6,3;
;FALSO;;C2 H6 O7 P2 S;Full match;No results;No results;No match;No results;2,01;235,93142;236,9387;0,344;2647151,682;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1855600,026;2647151,682;4,5;2,1
;FALSO;3-(2H-Tetrazol-5-ylhydrazono)-2,4-pentanedione;C6 H8 N6 O2;Full match;No results;No results;Full match;No results;1,71;196,07121;197,07848;1,107;1171034,106;1;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1171034,106;1061800,945;2,3;4,5
;FALSO;;C13 H34 N5 O3 P;Full match;No results;No results;No results;No match;3,25;339,24103;340,24831;6,726;1021967,133;0;0;0;;;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;943125,1353;1021967,133;7,2;4,5
;FALSO;;C9 H N6 O11 P3 S2;Full match;No results;No results;No results;No results;-0,09;525,83571;526,84299;1,051;307968,6334;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;307968,6334;305707,4319;7,6;7,6
;FALSO;;;No results;No results;No results;No results;No results;;719,69871;720,70599;1,131;330709,0937;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;330709,0937;174401,5671;7,6;8,2
;FALSO;;C5 H10 O10;Full match;No results;No results;No match;No results;1,18;230,02767;231,03494;0,978;1184678,631;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;947231,5366;1184678,631;7,2;3,9
;FALSO;;C7 H11 N5 O4 S;Full match;No results;No results;No match;No results;-2,9;261,05242;131,53349;7,574;7269797,778;1;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;6282044,854;7269797,778;4,6;4,6
;FALSO;Furfural;C5 H4 O2;Full match;No results;No results;Full match;Full match;0,48;96,02118;97,02845;1,661;15539219,2;6;0;0;;;;;Single match found;No matches found;No MS2;[M+H]+1;15539219,2;8033165,174;4;1,3
;FALSO;6-(1H-Pyrrol-1-yl)norleucine;C10 H16 N2 O2;Full match;No results;No results;Full match;Partial match;0,2;196,12122;197,12849;4,614;745095,9245;9;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;721658,1602;745095,9245;6,8;6,8
;FALSO;;C10 H19 O2 P S;Full match;No results;No results;No match;No results;4,17;234,08531;235,09259;0,346;568333,1378;5;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;568333,1378;;6,8
;FALSO;5-Oxidanidyl-5-oxidanylidenenorvalylthreonine;C9 H15 N2 O6;No results;No results;No results;Full match;No results;0,65;247,09317;248,10045;1,45;146630,5229;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;146630,5229;;8,2
;FALSO;;;No results;No results;No results;No results;No results;;313,76445;314,77173;1,146;315268,7115;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;315268,7115;;7,6;
;FALSO;;;No results;No results;No results;No results;No results;;599,8441;600,85138;1,072;467056,004;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;467056,004;;4,1
;FALSO;;C5 H10 Br3 N8 O2 P S5;Full match;No results;No results;No results;No results;-0,17;641,68169;642,68896;1,138;434657,4736;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;434657,4736;;7,4
;FALSO;;;No results;No results;No results;No results;No results;;731,72557;732,73285;1,125;311288,4413;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;311288,4413;;7,6
;FALSO;;;No results;No results;No results;No results;No results;;639,50768;640,51495;1,176;389134,2763;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;389134,2763;;7,6;
;FALSO;;;No results;No results;No results;No results;No results;;1587,60892;794,81174;1,097;419943,1539;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;414710,8978;419943,1539;7,9;7,4
;FALSO;;C H4 Br N2 O2 P3 S;Full match;No results;No results;No results;No results;3,55;279,83996;280,84723;1,134;393317,3931;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;393317,3931;310532,8693;2,2;6,5
;FALSO;p-Nitrophenol butyrate;C10 H11 N O4;Full match;No results;No results;Full match;Full match;0,53;209,06892;210,07619;1,965;460312,0863;31;0;0;;;;;Multiple matches found;Multiple matches found;No MS2;[M+H]+1;460312,0863;437533,0877;7,4;6,3
;FALSO;"[Similar to: Ethylenediaminetetraacetic acid (EDTA); ?Mass: -0.1090 Da]";C5 H9 O12 P;Invalid mass;Invalid mass;No results;No results;No results;-5,06;291,98169;292,98896;1,424;162447,2829;0;2;0;;;74,4;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;147091,0431;162447,2829;8,7;2,2
;FALSO;tranexamic acid;C8 H15 N O2;Full match;No results;No results;Full match;Partial match;0,4;157,11034;158,11762;1,963;711700,913;42;0;0;;;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;711700,913;569635,4512;4,7;6,8
;FALSO;Benzaldehyde;C7 H6 O;Full match;No results;No results;Full match;Full match;0,43;106,04191;107,04919;1,497;13699610,38;3;0;0;;;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;;13699610,38;;4
;FALSO;;C2 H4 N6 O3 P2;Full match;No results;No results;No results;No results;-4,53;221,981;222,98828;1,202;656505,0743;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;656505,0743;;5,2;
;FALSO;;;No results;No results;No results;No results;No results;;535,82872;536,836;1,103;154509,1431;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;154509,1431;;5,4;
;FALSO;;C5 H8 Cl2 N2 O2 S5;Full match;No results;No results;No results;No results;-1,85;357,85597;358,86325;1,121;378761,074;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;378761,074;;7,6;
;FALSO;3,4-DIMETHOXYBENZENEPROPANOL;C11 H16 O3;No results;No results;No results;Full match;Partial match;0,14;196,10997;197,11725;1,447;9834588,699;31;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;;9834588,699;;4
;FALSO;;;No results;No results;No results;No results;No results;;548,83387;549,84115;1,105;334994,2292;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;334994,2292;317755,5728;4,3;6,5
;FALSO;Icaridin;C12 H23 N O3;Full match;No results;No results;Full match;No results;-0,23;229,16774;230,17502;6,893;4660720,77;11;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;4660720,77;;4,8;
;FALSO;;;No results;No results;No results;No results;No results;;626,81273;627,82001;1,114;305249,2396;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;305249,2396;;7,1
;FALSO;;C40 H52 O9;Full match;No results;No results;No match;No results;-3,48;676,35878;677,36605;7,863;1238275,657;1;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1180569,603;1238275,657;5,5;6,6
;FALSO;;;No results;No results;No results;No results;No results;;629,69668;630,70396;1,137;337504,5193;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;337504,5193;331601,3348;7,6;7,1
;FALSO;;;No results;No results;No results;No results;No results;;1447,63355;724,82405;1,091;537752,8543;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;118287,7342;537752,8543;8,2;0,9
;FALSO;;;No results;No results;No results;No results;No results;;707,81319;708,82047;1,095;303258,245;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;303258,245;231233,3384;8,2;7,1
;FALSO;;;No results;No results;No results;No results;No results;;644,71977;645,72705;1,126;203858,8237;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;203858,8237;;4,9;
;FALSO;4-Aminobenzoic acid;C7 H7 N O2;Full match;No results;No results;Full match;Full match;0,15;137,0477;138,05498;1,499;1784283,5;40;0;0;;;;;Multiple matches found;Multiple matches found;No MS2;[M+H]+1;467015,283;1784283,5;7,4;2,8
;FALSO;L-Pyroglutamic acid;C5 H7 N O3;Full match;No results;No results;Full match;Full match;0,56;129,04267;130,04994;1,39;457613,4918;17;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;457613,4918;;5,8;
;FALSO;;;No results;No results;No results;No results;No results;;838,50359;420,25907;7,319;6574689,597;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;5995670,123;6574689,597;5,1;3,5
;FALSO;;;No results;No results;No results;No results;No results;;1475,63932;738,82693;1,076;406171,6982;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;406171,6982;397294,1895;7,9;7,4
;FALSO;;C8 H25 N7 O4 S;Full match;No results;No results;No match;No results;-1,97;315,16825;348,20169;7,025;11023745,48;3;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H+MeOH]+1;;11023745,48;;4
;FALSO;;C2 H Br3 Cl2 O9 S5;Full match;No results;No results;No results;No results;-2,62;635,51346;636,52074;1,177;394222,6509;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;394222,6509;243878,0604;7,1;7,1
;FALSO;;C30 H74 N10 O9 P2 S;Full match;No results;No results;No results;No results;1,43;812,48478;407,24966;7,117;6163836,505;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;;6163836,505;;4,6
;FALSO;;C30 H40 N8 O P2;Full match;No results;No results;No results;No results;-2,91;590,27831;296,14643;7,058;2089598,994;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;1544026,276;2089598,994;3,9;4,2
;FALSO;;C35 H78 N7 O6 P S;Full match;No results;No results;No match;No results;-0,43;755,54686;756,55414;7,131;5827302,298;36;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;5827302,298;;4
;FALSO;;;No results;No results;No results;No results;No results;;459,6871;460,69382;1,152;550076,3476;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;550076,3476;524619,1689;6,8;4,1
;FALSO;;C39 H73 N7 O8 S2;Full match;No results;No results;No results;No match;2,3;831,49811;416,75633;7,423;959460,4238;0;0;0;;;;;No matches found;Single match found;No MS2;[M+2H]+2;937520,2039;959460,4238;6,1;5
;FALSO;;C2 H2 N4 O2 P2;Full match;No results;No results;No match;No results;-3,7;175,96465;176,97192;0,31;1640919,152;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1640919,152;;4,5
;FALSO;TRIALLYL PENTAERYTHRITOL;C14 H24 O4;Full match;No results;No results;Full match;Partial match;-0,12;256,16743;257,17471;7,193;5256330,373;14;0;0;;;;;No matches found;Multiple matches found;DDA for other ion;[M+H]+1;5256330,373;4932893,159;4,8;3,7
;FALSO;;C6 H9 N2 O6 P;Full match;No results;No results;No results;No results;4,73;236,02094;119,01775;1,968;367901,0803;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;;367901,0803;;6,5
;FALSO;Xanthine;C5 H4 N4 O2;Full match;No results;No results;Full match;Full match;0,15;152,03345;153,04073;3,242;416601,8463;4;0;0;;;;;Single match found;No matches found;No MS2;[M+H]+1;416601,8463;400937,1794;6,8;8,5
;FALSO;;C63 H114 N7 O18 P3 S5;Full match;No results;No results;No results;No results;-0,12;1509,60349;755,80902;1,108;414756,9148;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;414756,9148;;5,2;
;FALSO;;;No results;No results;No results;No results;No results;;585,63351;586,64026;1,149;381580,1812;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;381580,1812;;7,1;
;FALSO;Dimethylcadmium;C2 H6 Cd;No results;Invalid mass;No results;Full match;No results;-4,91;143,9496;144,95688;0,339;528683,5584;1;1;0;;;42,2;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;528683,5584;;6,3
;FALSO;;;No results;No results;No results;No results;No results;;639,82548;640,83276;1,094;343486,0294;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;295570,6646;343486,0294;7,6;7,6
;FALSO;;C21 H40 N9 P;Full match;No results;No results;No match;No match;-0,32;449,31429;450,32156;7,253;743859,0735;6;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;743859,0735;731638,8884;5,2;7,9
;FALSO;;;No results;No results;No results;No results;No results;;111,51234;112,51961;7,59;5397149,915;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;5032025,186;5397149,915;4,2;3,7
;FALSO;?-(?-Glutamyl)-lysine;C11 H21 N3 O5;No results;No results;No results;Full match;No results;-0,84;275,14789;276,15517;1,39;488108,5189;6;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;377820,3849;488108,5189;7,1;4,1
;FALSO;DL-Glutamic acid;C5 H9 N O4;Full match;No results;No results;Full match;Full match;0,04;147,05316;148,06044;1,876;621831,0776;31;0;0;;;;;Multiple matches found;Single match found;DDA for preferred ion;[M+H]+1;610854,8375;621831,0776;4,1;4,7
;FALSO;5-Hydroxy-DL-tryptophan;C11 H12 N2 O3;Full match;No results;No results;Full match;Full match;0,04;220,0848;221,09208;4,132;640183,2645;17;0;0;;;;;Multiple matches found;Single match found;DDA for preferred ion;[M+H]+1;640183,2645;581725,644;7,4;7,9
;FALSO;;C3 H2 Br Cl2 N2 O15 P3 S5;Full match;No results;No results;No results;No results;-1,47;707,58216;708,58943;1,147;356594,7419;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;356594,7419;298029,3364;7,1;7,1
;FALSO;;C H3 Cl O14 P2 S2;Full match;No results;No results;No results;No results;1,94;399,81357;478,83557;1,098;372725,0982;0;0;0;;;;;No matches found;No matches found;No MS2;[M+DMSO+H]+1;;372725,0982;;7,6
;FALSO;2-brom-5-methylthiophen;C5 H5 Br S;No results;No results;No results;Full match;No results;-3,88;175,92885;176,93613;1,108;623081,297;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;623081,297;535054,0697;7,9;4,7
;FALSO;;C7 H Cl2 P3 S;Full match;No results;No results;No results;No results;4,25;279,84007;280,84735;1,179;642183,323;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;642183,323;;6,8;
;FALSO;;C42 H56 O10;Full match;No results;No results;No match;No results;-3,18;720,38506;721,39233;7,858;1295862,21;4;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1290689,048;1295862,21;5;6,6
;FALSO;;C22 H49 N3 O P2 S;Full match;No results;No results;No match;No match;4,34;465,30917;466,31645;6,768;587411,7107;5;0;0;;;;;Single match found;No matches found;No MS2;[M+H]+1;561262,2769;587411,7107;8,5;5,2
;FALSO;1-Cyclohexenecarboxylic Acid;C7 H10 O2;Full match;Invalid mass;No results;Full match;Partial match;0,66;126,06816;127,07544;1,572;12631771,55;43;6;0;;;44;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;12631771,55;;4;
;FALSO;;C44 H86 N9 O8 P S2;Full match;No results;No results;No results;No results;-0,8;963,57706;482,79581;7,393;1343449,308;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;1343449,308;1102348,903;5;6,1
;FALSO;;;No results;No results;No results;No results;No results;;133,10133;134,1086;3,236;828783,4334;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;828783,4334;786438,3327;6,3;4,7
;FALSO;(E)-3,4,5-Trimethoxycinnamic acid;C12 H14 O5;Full match;No results;No results;Full match;Partial match;0,39;238,08422;239,09149;5,378;643389,3476;17;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;633276,3063;643389,3476;6,8;6,3
;FALSO;;;No results;No results;No results;No results;No results;;650,09029;651,09757;1,537;510239,3333;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;499457,5745;510239,3333;4,7;3,6
